Condition,StudentId,Session,Measure,Score
AY,31,DP2,JaccardSimilarity,0.00546448087431694
AY,31,DP2,CosineSimilarity,0.0014187541279933064
AY,80,DP2,JaccardSimilarity,0.05263157894736842
AY,80,DP2,CosineSimilarity,0.04861019389657585
AY,122,T1,JaccardSimilarity,0.023809523809523808
AY,122,T1,CosineSimilarity,0.012682384734881712
AY,1,IP,JaccardSimilarity,0.0
AY,1,IP,CosineSimilarity,0
AY,16,Pre,JaccardSimilarity,0.0
AY,16,Pre,CosineSimilarity,0
AY,15,T1,JaccardSimilarity,0.016483516483516484
AY,15,T1,CosineSimilarity,0.013412345705408828
AY,18,T3,JaccardSimilarity,0.060085836909871244
AY,18,T3,CosineSimilarity,0.05053726563198206
AY,11,T4,JaccardSimilarity,0.16847826086956522
AY,11,T4,CosineSimilarity,0.14562258938385494
AY,6,T3,JaccardSimilarity,0.012422360248447204
AY,6,T3,CosineSimilarity,0.003935154958054682
AY,2,T6,JaccardSimilarity,0.27485380116959063
AY,2,T6,CosineSimilarity,0.23186180327437553
AY,119,Pre,JaccardSimilarity,0.0
AY,119,Pre,CosineSimilarity,0
AY,16,T6,JaccardSimilarity,0.32679738562091504
AY,16,T6,CosineSimilarity,0.2702952689168622
AY,5,T4,JaccardSimilarity,0.040229885057471264
AY,5,T4,CosineSimilarity,0.021271646482517018
AY,34,DP,JaccardSimilarity,0.0
AY,34,DP,CosineSimilarity,0
AY,1,T1,JaccardSimilarity,0.03508771929824561
AY,1,T1,CosineSimilarity,0.01709895816323024
AY,8,T6,JaccardSimilarity,0.07272727272727272
AY,8,T6,CosineSimilarity,0.041720432755848226
AY,122,IP,JaccardSimilarity,0.005747126436781609
AY,122,IP,CosineSimilarity,0.013749067200890482
AY,125,T3,JaccardSimilarity,0.1357142857142857
AY,125,T3,CosineSimilarity,0.09291963790748049
AY,41,DP,JaccardSimilarity,0.0
AY,41,DP,CosineSimilarity,0
AY,121,T6,JaccardSimilarity,0.03571428571428571
AY,121,T6,CosineSimilarity,0.03619574802766187
AY,53,DP2,JaccardSimilarity,0.18435754189944134
AY,53,DP2,CosineSimilarity,0.15665602203220827
AY,127,Pre,JaccardSimilarity,0.0
AY,127,Pre,CosineSimilarity,0
AY,80,DP,JaccardSimilarity,0.0
AY,80,DP,CosineSimilarity,0
AY,63,T6,JaccardSimilarity,0.24157303370786518
AY,63,T6,CosineSimilarity,0.17684946427786913
AY,15,IP,JaccardSimilarity,0.0
AY,15,IP,CosineSimilarity,0
AY,103,DP,JaccardSimilarity,0.0
AY,103,DP,CosineSimilarity,0
AY,119,T1,JaccardSimilarity,0.010752688172043012
AY,119,T1,CosineSimilarity,0.009888017151503599
AY,97,T3,JaccardSimilarity,0.03296703296703297
AY,97,T3,CosineSimilarity,0.017294306101913667
AY,122,DP2,JaccardSimilarity,0.020942408376963352
AY,122,DP2,CosineSimilarity,0.01244974374209136
AY,56,Pre,JaccardSimilarity,0.0
AY,56,Pre,CosineSimilarity,0
AY,93,T6,JaccardSimilarity,0.07526881720430108
AY,93,T6,CosineSimilarity,0.048998512806546365
AY,114,T3,JaccardSimilarity,0.3902439024390244
AY,114,T3,CosineSimilarity,0.2772807917414747
AY,132,DP,JaccardSimilarity,0.0
AY,132,DP,CosineSimilarity,0
AY,56,T3,JaccardSimilarity,0.1111111111111111
AY,56,T3,CosineSimilarity,0.07763078969522477
AY,24,IP,JaccardSimilarity,0.0
AY,24,IP,CosineSimilarity,0
AY,52,T6,JaccardSimilarity,0.136986301369863
AY,52,T6,CosineSimilarity,0.15334551920770065
AY,23,T3,JaccardSimilarity,0.15294117647058825
AY,23,T3,CosineSimilarity,0.12631738325775527
AY,51,IP,JaccardSimilarity,0.0
AY,51,IP,CosineSimilarity,0
AY,116,Pre,JaccardSimilarity,0.0
AY,116,Pre,CosineSimilarity,0
AY,62,DP2,JaccardSimilarity,0.044444444444444446
AY,62,DP2,CosineSimilarity,0.029392008427506396
AY,68,Pre,JaccardSimilarity,0.008264462809917356
AY,68,Pre,CosineSimilarity,0.002941476935541429
AY,29,T3,JaccardSimilarity,0.01098901098901099
AY,29,T3,CosineSimilarity,0.0031916656118226843
AY,20,T4,JaccardSimilarity,0.09815950920245399
AY,20,T4,CosineSimilarity,0.06569324501131092
AY,24,T1,JaccardSimilarity,0.01875
AY,24,T1,CosineSimilarity,0.009500553148467547
AY,119,IP,JaccardSimilarity,0.005555555555555556
AY,119,IP,CosineSimilarity,0.008951647256147
AY,94,T4,JaccardSimilarity,0.03614457831325301
AY,94,T4,CosineSimilarity,0.02139555352604834
AY,19,Pre,JaccardSimilarity,0.0
AY,19,Pre,CosineSimilarity,0
AY,117,T4,JaccardSimilarity,0.06989247311827956
AY,117,T4,CosineSimilarity,0.042260545470829
AY,13,DP2,JaccardSimilarity,0.031446540880503145
AY,13,DP2,CosineSimilarity,0.022163231712628507
AY,55,T4,JaccardSimilarity,0.06666666666666667
AY,55,T4,CosineSimilarity,0.03821724166036696
AY,51,T1,JaccardSimilarity,0.047337278106508875
AY,51,T1,CosineSimilarity,0.021358950325611765
AY,85,Pre,JaccardSimilarity,0.0
AY,85,Pre,CosineSimilarity,0
AY,21,T4,JaccardSimilarity,0.2634730538922156
AY,21,T4,CosineSimilarity,0.283545168163788
AY,25,T1,JaccardSimilarity,0.027210884353741496
AY,25,T1,CosineSimilarity,0.03898597630934085
AY,21,DP2,JaccardSimilarity,0.21212121212121213
AY,21,DP2,CosineSimilarity,0.2084536619551575
AY,54,T4,JaccardSimilarity,0.026881720430107527
AY,54,T4,CosineSimilarity,0.009795125770887302
AY,139,DP,JaccardSimilarity,0.0
AY,139,DP,CosineSimilarity,0
AY,15,Pre,JaccardSimilarity,0.0
AY,15,Pre,CosineSimilarity,0
AY,95,T4,JaccardSimilarity,0.06486486486486487
AY,95,T4,CosineSimilarity,0.04252967282045761
AY,112,T1,JaccardSimilarity,0.006329113924050633
AY,112,T1,CosineSimilarity,0.0022474585659727543
AY,83,DP2,JaccardSimilarity,0.016483516483516484
AY,83,DP2,CosineSimilarity,0.00783569430614088
AY,98,T6,JaccardSimilarity,0.14925373134328357
AY,98,T6,CosineSimilarity,0.11292498694985059
AY,116,T4,JaccardSimilarity,0.05263157894736842
AY,116,T4,CosineSimilarity,0.029613914636677827
AY,91,T1,JaccardSimilarity,0.0273224043715847
AY,91,T1,CosineSimilarity,0.01511554969571053
AY,89,Pre,JaccardSimilarity,0.006211180124223602
AY,89,Pre,CosineSimilarity,0.005305417285584256
AY,124,Pre,JaccardSimilarity,0.0
AY,124,Pre,CosineSimilarity,0
AY,133,DP,JaccardSimilarity,0.0
AY,133,DP,CosineSimilarity,0
AY,53,T6,JaccardSimilarity,0.32335329341317365
AY,53,T6,CosineSimilarity,0.2741885997290261
AY,25,IP,JaccardSimilarity,0.006493506493506494
AY,25,IP,CosineSimilarity,0.0020648091263356693
AY,111,T6,JaccardSimilarity,0.024096385542168676
AY,111,T6,CosineSimilarity,0.027854064807831196
AY,71,DP,JaccardSimilarity,0.0
AY,71,DP,CosineSimilarity,0
AY,92,T6,JaccardSimilarity,0.040229885057471264
AY,92,T6,CosineSimilarity,0.01807085609248591
AY,112,IP,JaccardSimilarity,0.0
AY,112,IP,CosineSimilarity,0
AY,91,IP,JaccardSimilarity,0.0
AY,91,IP,CosineSimilarity,0
AY,26,T6,JaccardSimilarity,0.11538461538461539
AY,26,T6,CosineSimilarity,0.07946881478866401
AY,61,DP2,JaccardSimilarity,0.060240963855421686
AY,61,DP2,CosineSimilarity,0.03705185137356887
AY,35,DP,JaccardSimilarity,0.0
AY,35,DP,CosineSimilarity,0
AY,4,T4,JaccardSimilarity,0.04081632653061224
AY,4,T4,CosineSimilarity,0.021683144968807962
AY,123,IP,JaccardSimilarity,0.005263157894736842
AY,123,IP,CosineSimilarity,0.0014836035608607817
AY,61,IP,JaccardSimilarity,0.012903225806451613
AY,61,IP,CosineSimilarity,0.005035329152011259
AY,13,T3,JaccardSimilarity,0.03592814371257485
AY,13,T3,CosineSimilarity,0.01948735575193127
AY,14,IP,JaccardSimilarity,0.0
AY,14,IP,CosineSimilarity,0
AY,62,T6,JaccardSimilarity,0.2606060606060606
AY,62,T6,CosineSimilarity,0.16702059166969258
AY,102,DP,JaccardSimilarity,0.0
AY,102,DP,CosineSimilarity,0
AY,55,Pre,JaccardSimilarity,0.0
AY,55,Pre,CosineSimilarity,0
AY,124,T3,JaccardSimilarity,0.046511627906976744
AY,124,T3,CosineSimilarity,0.023584985655053525
AY,121,DP2,JaccardSimilarity,0.013333333333333334
AY,121,DP2,CosineSimilarity,0.012308720284652047
AY,68,T6,JaccardSimilarity,0.16049382716049382
AY,68,T6,CosineSimilarity,0.1782779909851852
AY,61,T1,JaccardSimilarity,0.0
AY,61,T1,CosineSimilarity,0
AY,108,DP,JaccardSimilarity,0.0064516129032258064
AY,108,DP,CosineSimilarity,0.0020191209145899755
AY,86,Pre,JaccardSimilarity,0.0
AY,86,Pre,CosineSimilarity,0
AY,127,T4,JaccardSimilarity,0.0658682634730539
AY,127,T4,CosineSimilarity,0.04230912931379737
AY,123,T1,JaccardSimilarity,0.05172413793103448
AY,123,T1,CosineSimilarity,0.03951869015632148
AY,24,Pre,JaccardSimilarity,0.0
AY,24,Pre,CosineSimilarity,0
AY,7,T3,JaccardSimilarity,0.06857142857142857
AY,7,T3,CosineSimilarity,0.037554537427004854
AY,3,T6,JaccardSimilarity,0.14646464646464646
AY,3,T6,CosineSimilarity,0.1026741477836545
AY,14,T1,JaccardSimilarity,0.0440251572327044
AY,14,T1,CosineSimilarity,0.027013765823083808
AY,19,T3,JaccardSimilarity,0.05389221556886228
AY,19,T3,CosineSimilarity,0.030214518788107943
AY,6,Pre,JaccardSimilarity,0.0
AY,6,Pre,CosineSimilarity,0
AY,26,T4,JaccardSimilarity,0.06451612903225806
AY,26,T4,CosineSimilarity,0.04032241899744772
AY,95,Pre,JaccardSimilarity,0.0
AY,95,Pre,CosineSimilarity,0
AY,53,T4,JaccardSimilarity,0.20930232558139536
AY,53,T4,CosineSimilarity,0.1881093225447976
AY,92,T4,JaccardSimilarity,0.04878048780487805
AY,92,T4,CosineSimilarity,0.028364354357211824
AY,111,T4,JaccardSimilarity,0.018072289156626505
AY,111,T4,CosineSimilarity,0.009746575010874585
AY,54,T6,JaccardSimilarity,0.09523809523809523
AY,54,T6,CosineSimilarity,0.0711965018384295
AY,106,Pre,JaccardSimilarity,0.0
AY,106,Pre,CosineSimilarity,0
AY,72,DP2,JaccardSimilarity,0.15625
AY,72,DP2,CosineSimilarity,0.14808617127418328
AY,91,T3,JaccardSimilarity,0.1951219512195122
AY,91,T3,CosineSimilarity,0.1608103694907253
AY,116,T6,JaccardSimilarity,0.058823529411764705
AY,116,T6,CosineSimilarity,0.03552638152295215
AY,98,T4,JaccardSimilarity,0.1340782122905028
AY,98,T4,CosineSimilarity,0.0889796303037427
AY,76,DP,JaccardSimilarity,0.005952380952380952
AY,76,DP,CosineSimilarity,0.002142535418210786
AY,78,Pre,JaccardSimilarity,0.0
AY,78,Pre,CosineSimilarity,0
AY,112,T3,JaccardSimilarity,0.025477707006369428
AY,112,T3,CosineSimilarity,0.010385996041590965
AY,95,T6,JaccardSimilarity,0.030927835051546393
AY,95,T6,CosineSimilarity,0.022424894221122565
AY,132,DP2,JaccardSimilarity,0.020833333333333332
AY,132,DP2,CosineSimilarity,0.017414131919264934
AY,25,T3,JaccardSimilarity,0.012422360248447204
AY,25,T3,CosineSimilarity,0.007759032187762541
AY,21,T6,JaccardSimilarity,0.2897727272727273
AY,21,T6,CosineSimilarity,0.2545443391050666
AY,3,T4,JaccardSimilarity,0.11734693877551021
AY,3,T4,CosineSimilarity,0.0728729779120543
AY,124,IP,JaccardSimilarity,0.006993006993006993
AY,124,IP,CosineSimilarity,0.005194431273813511
AY,7,T1,JaccardSimilarity,0.03614457831325301
AY,7,T1,CosineSimilarity,0.01766569809893359
AY,43,DP2,JaccardSimilarity,0.07303370786516854
AY,43,DP2,CosineSimilarity,0.06508068184915945
AY,137,Pre,JaccardSimilarity,0.0
AY,137,Pre,CosineSimilarity,0
AY,49,Pre,JaccardSimilarity,0.0
AY,49,Pre,CosineSimilarity,0
AY,19,T1,JaccardSimilarity,0.055944055944055944
AY,19,T1,CosineSimilarity,0.02641567884482476
AY,14,T3,JaccardSimilarity,0.07407407407407407
AY,14,T3,CosineSimilarity,0.05255370856707262
AY,13,IP,JaccardSimilarity,0.00684931506849315
AY,13,IP,CosineSimilarity,0.002877619391276344
AY,86,DP,JaccardSimilarity,0.0
AY,86,DP,CosineSimilarity,0
AY,77,Pre,JaccardSimilarity,0.0
AY,77,Pre,CosineSimilarity,0
AY,103,DP2,JaccardSimilarity,0.1130952380952381
AY,103,DP2,CosineSimilarity,0.08822953450599307
AY,61,T3,JaccardSimilarity,0.005747126436781609
AY,61,T3,CosineSimilarity,0.005185579353270978
AY,68,T4,JaccardSimilarity,0.10843373493975904
AY,68,T4,CosineSimilarity,0.10348491021839464
AY,47,DP,JaccardSimilarity,0.0
AY,47,DP,CosineSimilarity,0
AY,123,T3,JaccardSimilarity,0.10052910052910052
AY,123,T3,CosineSimilarity,0.06075851496076082
AY,127,T6,JaccardSimilarity,0.06111111111111111
AY,127,T6,CosineSimilarity,0.03826247076437626
AY,19,IP,JaccardSimilarity,0.0
AY,19,IP,CosineSimilarity,0
AY,38,Pre,JaccardSimilarity,0.0
AY,38,Pre,CosineSimilarity,0
AY,62,T4,JaccardSimilarity,0.05714285714285714
AY,62,T4,CosineSimilarity,0.04329904704432105
AY,7,IP,JaccardSimilarity,0.0
AY,7,IP,CosineSimilarity,0
AY,124,T1,JaccardSimilarity,0.0189873417721519
AY,124,T1,CosineSimilarity,0.007716769186453169
AY,38,DP,JaccardSimilarity,0.0
AY,38,DP,CosineSimilarity,0
AY,4,T6,JaccardSimilarity,0.04516129032258064
AY,4,T6,CosineSimilarity,0.030879141043145722
AY,13,T1,JaccardSimilarity,0.02666666666666667
AY,13,T1,CosineSimilarity,0.010095890918870077
AY,3,DP2,JaccardSimilarity,0.10101010101010101
AY,3,DP2,CosineSimilarity,0.0579175427725195
AY,116,IP,JaccardSimilarity,0.006802721088435374
AY,116,IP,CosineSimilarity,0.002527775156774285
AY,125,DP2,JaccardSimilarity,0.026845637583892617
AY,125,DP2,CosineSimilarity,0.016772772333282206
AY,51,Pre,JaccardSimilarity,0.0
AY,51,Pre,CosineSimilarity,0
AY,95,IP,JaccardSimilarity,0.0
AY,95,IP,CosineSimilarity,0
AY,26,T3,JaccardSimilarity,0.018404907975460124
AY,26,T3,CosineSimilarity,0.008074604210990289
AY,54,IP,JaccardSimilarity,0.006211180124223602
AY,54,IP,CosineSimilarity,0.0016832564066673842
AY,53,T3,JaccardSimilarity,0.12716763005780346
AY,53,T3,CosineSimilarity,0.10571399626770571
AY,137,DP,JaccardSimilarity,0.0
AY,137,DP,CosineSimilarity,0
AY,21,IP,JaccardSimilarity,0.0
AY,21,IP,CosineSimilarity,0
AY,92,T3,JaccardSimilarity,0.05521472392638037
AY,92,T3,CosineSimilarity,0.03210075265160159
AY,111,T3,JaccardSimilarity,0.012121212121212121
AY,111,T3,CosineSimilarity,0.005246310155766197
AY,111,Pre,JaccardSimilarity,0.0
AY,111,Pre,CosineSimilarity,0
AY,54,T1,JaccardSimilarity,0.0
AY,54,T1,CosineSimilarity,0
AY,98,T3,JaccardSimilarity,0.026737967914438502
AY,98,T3,CosineSimilarity,0.014880441832355793
AY,116,T1,JaccardSimilarity,0.0335195530726257
AY,116,T1,CosineSimilarity,0.021261224253967717
AY,91,T4,JaccardSimilarity,0.2422360248447205
AY,91,T4,CosineSimilarity,0.21653444848911405
AY,20,Pre,JaccardSimilarity,0.0
AY,20,Pre,CosineSimilarity,0
AY,95,T1,JaccardSimilarity,0.026041666666666668
AY,95,T1,CosineSimilarity,0.014080611500017477
AY,112,T4,JaccardSimilarity,0.016666666666666666
AY,112,T4,CosineSimilarity,0.007404601285425107
AY,14,DP2,JaccardSimilarity,0.07051282051282051
AY,14,DP2,CosineSimilarity,0.04029127462509831
AY,25,T4,JaccardSimilarity,0.023668639053254437
AY,25,T4,CosineSimilarity,0.015787161071742325
AY,21,T1,JaccardSimilarity,0.047337278106508875
AY,21,T1,CosineSimilarity,0.04029158174560037
AY,3,T3,JaccardSimilarity,0.0979381443298969
AY,3,T3,CosineSimilarity,0.058642739579413274
AY,87,DP2,JaccardSimilarity,0.010526315789473684
AY,87,DP2,CosineSimilarity,0.003847284240525795
AY,7,T6,JaccardSimilarity,0.3253012048192771
AY,7,T6,CosineSimilarity,0.32373624194353373
AY,11,Pre,JaccardSimilarity,0.0
AY,11,Pre,CosineSimilarity,0
AY,19,T6,JaccardSimilarity,0.054945054945054944
AY,19,T6,CosineSimilarity,0.027960127048579326
AY,14,T4,JaccardSimilarity,0.09937888198757763
AY,14,T4,CosineSimilarity,0.07170050061591215
AY,25,DP2,JaccardSimilarity,0.041176470588235294
AY,25,DP2,CosineSimilarity,0.05135375799869546
AY,68,T3,JaccardSimilarity,0.023952095808383235
AY,68,T3,CosineSimilarity,0.013135636265819033
AY,61,T4,JaccardSimilarity,0.06748466257668712
AY,61,T4,CosineSimilarity,0.04657717647470146
AY,123,T4,JaccardSimilarity,0.07075471698113207
AY,123,T4,CosineSimilarity,0.06562595996066693
AY,4,IP,JaccardSimilarity,0.0
AY,4,IP,CosineSimilarity,0
AY,127,T1,JaccardSimilarity,0.0
AY,127,T1,CosineSimilarity,0
AY,85,DP,JaccardSimilarity,0.0
AY,85,DP,CosineSimilarity,0
AY,114,DP2,JaccardSimilarity,0.15168539325842698
AY,114,DP2,CosineSimilarity,0.1447702719333184
AY,62,T3,JaccardSimilarity,0.03592814371257485
AY,62,T3,CosineSimilarity,0.04114672499394985
AY,106,DP,JaccardSimilarity,0.0
AY,106,DP,CosineSimilarity,0
AY,124,T6,JaccardSimilarity,0.03783783783783784
AY,124,T6,CosineSimilarity,0.02597099644297947
AY,31,DP,JaccardSimilarity,0.0
AY,31,DP,CosineSimilarity,0
AY,127,IP,JaccardSimilarity,0.0
AY,127,IP,CosineSimilarity,0
AY,4,T1,JaccardSimilarity,0.007936507936507936
AY,4,T1,CosineSimilarity,0.004302936612898838
AY,13,T6,JaccardSimilarity,0.07303370786516854
AY,13,T6,CosineSimilarity,0.07519634101231747
AY,54,DP2,JaccardSimilarity,0.010869565217391304
AY,54,DP2,CosineSimilarity,0.003727314034656263
AY,111,IP,JaccardSimilarity,0.0
AY,111,IP,CosineSimilarity,0
AY,92,IP,JaccardSimilarity,0.0
AY,92,IP,CosineSimilarity,0
AY,107,DP2,JaccardSimilarity,0.04395604395604396
AY,107,DP2,CosineSimilarity,0.027982953035766624
AY,21,T3,JaccardSimilarity,0.23780487804878048
AY,21,T3,CosineSimilarity,0.22183166494912473
AY,73,Pre,JaccardSimilarity,0.0
AY,73,Pre,CosineSimilarity,0
AY,53,IP,JaccardSimilarity,0.0
AY,53,IP,CosineSimilarity,0
AY,25,T6,JaccardSimilarity,0.17159763313609466
AY,25,T6,CosineSimilarity,0.1285754165839018
AY,79,DP2,JaccardSimilarity,0.0625
AY,79,DP2,CosineSimilarity,0.03982425516695745
AY,54,T3,JaccardSimilarity,0.029239766081871343
AY,54,T3,CosineSimilarity,0.010812191926926267
AY,139,DP2,JaccardSimilarity,0.07731958762886598
AY,139,DP2,CosineSimilarity,0.04976255058702884
AY,130,DP,JaccardSimilarity,0.0
AY,130,DP,CosineSimilarity,0
AY,26,IP,JaccardSimilarity,0.0
AY,26,IP,CosineSimilarity,0
AY,133,Pre,JaccardSimilarity,0.0
AY,133,Pre,CosineSimilarity,0
AY,47,DP2,JaccardSimilarity,0.07407407407407407
AY,47,DP2,CosineSimilarity,0.05106035989722849
AY,112,T6,JaccardSimilarity,0.03954802259887006
AY,112,T6,CosineSimilarity,0.023690839793155023
AY,95,T3,JaccardSimilarity,0.053475935828877004
AY,95,T3,CosineSimilarity,0.038311693811805055
AY,72,DP,JaccardSimilarity,0.006711409395973154
AY,72,DP,CosineSimilarity,0.0050401736722907094
AY,91,T6,JaccardSimilarity,0.1952662721893491
AY,91,T6,CosineSimilarity,0.1594232031368309
AY,116,T3,JaccardSimilarity,0.10059171597633136
AY,116,T3,CosineSimilarity,0.0663537646114124
AY,98,T1,JaccardSimilarity,0.01744186046511628
AY,98,T1,CosineSimilarity,0.010601457129268133
AY,7,DP2,JaccardSimilarity,0.09770114942528736
AY,7,DP2,CosineSimilarity,0.06558557922026668
AY,53,T1,JaccardSimilarity,0.06918238993710692
AY,53,T1,CosineSimilarity,0.0669965304485409
AY,94,DP2,JaccardSimilarity,0.011494252873563218
AY,94,DP2,CosineSimilarity,0.0034847675970585508
AY,111,T1,JaccardSimilarity,0.012987012987012988
AY,111,T1,CosineSimilarity,0.005140822736893948
AY,78,DP,JaccardSimilarity,0.0
AY,78,DP,CosineSimilarity,0
AY,92,T1,JaccardSimilarity,0.012987012987012988
AY,92,T1,CosineSimilarity,0.0046991139817444474
AY,98,IP,JaccardSimilarity,0.0
AY,98,IP,CosineSimilarity,0
AY,36,DP2,JaccardSimilarity,0.12365591397849462
AY,36,DP2,CosineSimilarity,0.11156484960105478
AY,26,T1,JaccardSimilarity,0.006756756756756757
AY,26,T1,CosineSimilarity,0.002474760911070822
AY,39,DP2,JaccardSimilarity,0.013986013986013986
AY,39,DP2,CosineSimilarity,0.005200209262160284
AY,33,Pre,JaccardSimilarity,0.0
AY,33,Pre,CosineSimilarity,0
AY,4,T3,JaccardSimilarity,0.020833333333333332
AY,4,T3,CosineSimilarity,0.009850083345808168
AY,68,IP,JaccardSimilarity,0.020134228187919462
AY,68,IP,CosineSimilarity,0.01135426564810509
AY,13,T4,JaccardSimilarity,0.04046242774566474
AY,13,T4,CosineSimilarity,0.03346147431677055
AY,91,Pre,JaccardSimilarity,0.0
AY,91,Pre,CosineSimilarity,0
AY,62,T1,JaccardSimilarity,0.03125
AY,62,T1,CosineSimilarity,0.02038815556151153
AY,8,DP2,JaccardSimilarity,0.012269938650306749
AY,8,DP2,CosineSimilarity,0.003429103565711771
AY,49,DP,JaccardSimilarity,0.0
AY,49,DP,CosineSimilarity,0
AY,124,T4,JaccardSimilarity,0.08108108108108109
AY,124,T4,CosineSimilarity,0.057899942868417084
AY,3,IP,JaccardSimilarity,0.005952380952380952
AY,3,IP,CosineSimilarity,0.0036357505021789934
AY,2,Pre,JaccardSimilarity,0.0
AY,2,Pre,CosineSimilarity,0
AY,61,T6,JaccardSimilarity,0.19875776397515527
AY,61,T6,CosineSimilarity,0.166832063091129
AY,68,T1,JaccardSimilarity,0.02702702702702703
AY,68,T1,CosineSimilarity,0.05781754936798102
AY,101,DP,JaccardSimilarity,0.005847953216374269
AY,101,DP,CosineSimilarity,0.003635234719669149
AY,43,DP,JaccardSimilarity,0.0
AY,43,DP,CosineSimilarity,0
AY,127,T3,JaccardSimilarity,0.018072289156626505
AY,127,T3,CosineSimilarity,0.015679937568707267
AY,42,Pre,JaccardSimilarity,0.0
AY,42,Pre,CosineSimilarity,0
AY,136,DP2,JaccardSimilarity,0.030864197530864196
AY,136,DP2,CosineSimilarity,0.023162359273475607
AY,123,T6,JaccardSimilarity,0.10047846889952153
AY,123,T6,CosineSimilarity,0.05917053265289067
AY,7,T4,JaccardSimilarity,0.15527950310559005
AY,7,T4,CosineSimilarity,0.10815971255657554
AY,36,DP,JaccardSimilarity,0.005714285714285714
AY,36,DP,CosineSimilarity,0.0038484780678884117
AY,108,DP2,JaccardSimilarity,0.11920529801324503
AY,108,DP2,CosineSimilarity,0.07042371723933838
AY,3,T1,JaccardSimilarity,0.04419889502762431
AY,3,T1,CosineSimilarity,0.032474680094266704
AY,76,DP2,JaccardSimilarity,0.06285714285714286
AY,76,DP2,CosineSimilarity,0.0484995265894887
AY,102,Pre,JaccardSimilarity,0.0
AY,102,Pre,CosineSimilarity,0
AY,14,T6,JaccardSimilarity,0.16265060240963855
AY,14,T6,CosineSimilarity,0.15122798098792956
AY,62,IP,JaccardSimilarity,0.0
AY,62,IP,CosineSimilarity,0
AY,19,T4,JaccardSimilarity,0.04945054945054945
AY,19,T4,CosineSimilarity,0.03126173469358288
